Chr : 16 || GC : 1000 || CM : 70 is a Match
Chr : 20 || GC : 996 || CM : 85 is a Match
Chr : 1 || GC : 998 || CM : 13 is a Match
Chr : 3 || GC : 998 || CM : 94 is a Match
Chr : 7 || GC : 998 || CM : 131 is a Match
Chr : 12 || GC : 999 || CM : 16 is a Match
Chr : 3 || GC : 999 || CM : 98 is a Match
Chr : 9 || GC : 999 || CM : 71 is a Match
Chr : 6 || GC : 8350 || CM : 50 is a Match
Chr : 6 || GC : 8474 || CM : 53 is a Nopes
Chr : 6 || GC : 8860 || CM : 52 is a Nopes
Chr : 6 || GC : 8861 || CM : 51 is a Nopes
Chr : 14 || GC : 1025 || CM : 24 is a Match
Chr : 7 || GC : 1025 || CM : 146 is a Match
Chr : 11 || GC : 1026 || CM : 7 is a Match
Chr : 11 || GC : 1027 || CM : 37 is a Match
Chr : 15 || GC : 1027 || CM : 32 is a Match
Chr : 2 || GC : 1027 || CM : 238 is a Match
Chr : 7 || GC : 1027 || CM : 81 is a Match
Chr : 22 || GC : 1028 || CM : 42 is a Match
Chr : 19 || GC : 1029 || CM : 70 is a Match
Chr : 19 || GC : 1031 || CM : 38 is a Match
Chr : 16 || GC : 1032 || CM : 19 is a Match
Chr : 17 || GC : 1032 || CM : 19 is a Match
Chr : 2 || GC : 1033 || CM : 92 is a Match
Chr : 3 || GC : 1033 || CM : 19 is a Match
Chr : 2 || GC : 1034 || CM : 221 is a Match
Chr : 5 || GC : 1034 || CM : 32 is a Match
Chr : 20 || GC : 1035 || CM : 70 is a Match
Chr : 2 || GC : 1035 || CM : 251 is a Match
Chr : 8 || GC : 1035 || CM : 51 is a Match
Chr : 1 || GC : 1038 || CM : 257 is a Match
Chr : 7 || GC : 1038 || CM : 135 is a Match
Chr : 9 || GC : 1039 || CM : 1 is a Match
Chr : 21 || GC : 1040 || CM : 43 is a Match
Chr : 1 || GC : 1041 || CM : 10 is a Match
Chr : 1 || GC : 1041 || CM : 68 is a Match
Chr : 5 || GC : 1041 || CM : 177 is a Match
Chr : 2 || GC : 1042 || CM : 222 is a Match
Chr : 1 || GC : 1043 || CM : 168 is a Match
Chr : 9 || GC : 1043 || CM : 3 is a Match
Chr : 16 || GC : 1044 || CM : 22 is a Match
Chr : 1 || GC : 1044 || CM : 16 is a Match
Chr : 4 || GC : 1044 || CM : 185 is a Match
Chr : 16 || GC : 1045 || CM : 74 is a Match
Chr : 10 || GC : 1046 || CM : 167 is a Match
Chr : 16 || GC : 1046 || CM : 25 is a Match
Chr : 20 || GC : 1046 || CM : 62 is a Match
Chr : 8 || GC : 1046 || CM : 83 is a Match
Chr : 9 || GC : 1046 || CM : 138 is a Match
Chr : 10 || GC : 1047 || CM : 134 is a Match
Chr : 17 || GC : 1047 || CM : 20 is a Match
Chr : 1 || GC : 1047 || CM : 206 is a Match
Chr : 16 || GC : 1049 || CM : 23 is a Match
Chr : 20 || GC : 1049 || CM : 6 is a Match
Chr : 10 || GC : 1050 || CM : 86 is a Match
Chr : 6 || GC : 1050 || CM : 112 is a Match
Chr : 6 || GC : 1050 || CM : 180 is a Match
Chr : 5 || GC : 1051 || CM : 180 is a Match
Chr : 9 || GC : 1051 || CM : 74 is a Match
Chr : 16 || GC : 1052 || CM : 112 is a Match
Chr : 16 || GC : 1052 || CM : 27 is a Match
Chr : 19 || GC : 1052 || CM : 34 is a Match
Chr : 14 || GC : 1053 || CM : 0 is a Match
Chr : 17 || GC : 1053 || CM : 114 is a Match
Chr : 1 || GC : 1053 || CM : 14 is a Match
Chr : 20 || GC : 1053 || CM : 44 is a Match
Chr : 16 || GC : 1054 || CM : 67 is a Match
Chr : 16 || GC : 1054 || CM : 71 is a Match
Chr : 12 || GC : 1055 || CM : 121 is a Match
Chr : 2 || GC : 1055 || CM : 237 is a Match
Chr : 6 || GC : 1055 || CM : 127 is a Match
Chr : 7 || GC : 1055 || CM : 11 is a Match
Chr : 8 || GC : 1055 || CM : 82 is a Match
Chr : 17 || GC : 1056 || CM : 18 is a Match
Chr : 2 || GC : 1057 || CM : 31 is a Match
Chr : 13 || GC : 1058 || CM : 113 is a Match
Chr : 15 || GC : 1058 || CM : 21 is a Match
Chr : 2 || GC : 1058 || CM : 235 is a Match
Chr : 15 || GC : 1060 || CM : 33 is a Match
Chr : 2 || GC : 1060 || CM : 219 is a Match
Chr : 6 || GC : 1060 || CM : 15 is a Match
Chr : 9 || GC : 1060 || CM : 63 is a Match
Chr : 9 || GC : 1060 || CM : 73 is a Match
Chr : 15 || GC : 1061 || CM : 3 is a Match
Chr : 15 || GC : 1061 || CM : 68 is a Match
Chr : 19 || GC : 1061 || CM : 106 is a Match
Chr : 11 || GC : 1062 || CM : 142 is a Match
Chr : 1 || GC : 1062 || CM : 163 is a Match
Chr : 3 || GC : 1062 || CM : 138 is a Match
Chr : 4 || GC : 1062 || CM : 140 is a Match
Chr : 16 || GC : 1063 || CM : 21 is a Match
Chr : 16 || GC : 1063 || CM : 78 is a Match
Chr : 6 || GC : 1063 || CM : 30 is a Match
Chr : 9 || GC : 1063 || CM : 143 is a Match
Chr : 10 || GC : 1064 || CM : 13 is a Match
Chr : 13 || GC : 1064 || CM : 19 is a Match
Chr : 16 || GC : 1064 || CM : 63 is a Match
Chr : 20 || GC : 1064 || CM : 9 is a Match
Chr : 17 || GC : 1065 || CM : 17 is a Match
Chr : 2 || GC : 1065 || CM : 233 is a Match
Chr : 2 || GC : 1065 || CM : 94 is a Match
Chr : 7 || GC : 1065 || CM : 12 is a Match
Chr : 21 || GC : 1066 || CM : 42 is a Match
Chr : 2 || GC : 1066 || CM : 9 is a Match
Chr : 4 || GC : 1066 || CM : 44 is a Match
Chr : 10 || GC : 1067 || CM : 137 is a Match
Chr : 10 || GC : 1067 || CM : 53 is a Match
Chr : 14 || GC : 1067 || CM : 17 is a Match
Chr : 5 || GC : 1067 || CM : 31 is a Match
Chr : 5 || GC : 1067 || CM : 84 is a Match
Chr : 7 || GC : 1067 || CM : 113 is a Match
Chr : 10 || GC : 1068 || CM : 35 is a Match
Chr : 1 || GC : 1068 || CM : 18 is a Match
Chr : 9 || GC : 1069 || CM : 7 is a Match
Chr : 1 || GC : 1070 || CM : 11 is a Match
Chr : 7 || GC : 1070 || CM : 141 is a Match
Chr : 9 || GC : 1070 || CM : 18 is a Match
Chr : 4 || GC : 1071 || CM : 183 is a Match
Chr : 5 || GC : 1071 || CM : 156 is a Match
Chr : 21 || GC : 1072 || CM : 36 is a Match
Chr : 6 || GC : 1072 || CM : 16 is a Match
Chr : 6 || GC : 1072 || CM : 33 is a Match
Chr : 12 || GC : 1073 || CM : 30 is a Match
Chr : 21 || GC : 1073 || CM : 37 is a Match
Chr : 8 || GC : 1073 || CM : 106 is a Match
Chr : 14 || GC : 1075 || CM : 33 is a Match
Chr : 2 || GC : 1075 || CM : 129 is a Match
Chr : 11 || GC : 1076 || CM : 134 is a Match
Chr : 11 || GC : 1076 || CM : 139 is a Match
Chr : 6 || GC : 1076 || CM : 14 is a Match
Chr : 20 || GC : 1077 || CM : 79 is a Match
Chr : 20 || GC : 1077 || CM : 8 is a Match
Chr : 6 || GC : 1077 || CM : 27 is a Match
Chr : 21 || GC : 1078 || CM : 61 is a Match
Chr : 2 || GC : 1078 || CM : 10 is a Match
Chr : 3 || GC : 1078 || CM : 20 is a Match
Chr : 5 || GC : 1078 || CM : 21 is a Match
Chr : 11 || GC : 1079 || CM : 36 is a Match
Chr : 6 || GC : 1079 || CM : 34 is a Match
Chr : 7 || GC : 1574 || CM : 17 is a Match
Chr : 17 || GC : 1575 || CM : 91 is a Match
Chr : 1 || GC : 1575 || CM : 131 is a Match
Chr : 3 || GC : 1576 || CM : 46 is a Match
Chr : 3 || GC : 1576 || CM : 74 is a Match
Chr : 8 || GC : 1576 || CM : 100 is a Match
Chr : 10 || GC : 1577 || CM : 99 is a Match
Chr : 17 || GC : 1577 || CM : 90 is a Match
Chr : 4 || GC : 1577 || CM : 74 is a Match
Chr : 5 || GC : 1577 || CM : 159 is a Match
Chr : 11 || GC : 1578 || CM : 57 is a Match
Chr : 15 || GC : 1578 || CM : 38 is a Match
Chr : 12 || GC : 1579 || CM : 117 is a Match
Chr : 3 || GC : 1579 || CM : 141 is a Match
Chr : 5 || GC : 1579 || CM : 47 is a Match
Chr : 6 || GC : 1579 || CM : 58 is a Match
Chr : 2 || GC : 1580 || CM : 153 is a Match
Chr : 3 || GC : 1581 || CM : 90 is a Match
Chr : 9 || GC : 1581 || CM : 24 is a Match
Chr : 13 || GC : 1582 || CM : 48 is a Match
Chr : 2 || GC : 1582 || CM : 51 is a Match
Chr : 3 || GC : 1582 || CM : 145 is a Match
Chr : 11 || GC : 1583 || CM : 18 is a Match
Chr : 7 || GC : 1583 || CM : 78 is a Match
Chr : 12 || GC : 1584 || CM : 38 is a Match
Chr : 11 || GC : 1586 || CM : 20 is a Match
Chr : 12 || GC : 1587 || CM : 49 is a Match
Chr : 4 || GC : 1587 || CM : 49 is a Match
Chr : 7 || GC : 1587 || CM : 24 is a Match
Chr : 5 || GC : 1588 || CM : 148 is a Match
Chr : 6 || GC : 1588 || CM : 125 is a Match
Chr : 2 || GC : 1589 || CM : 52 is a Match
Chr : 13 || GC : 1590 || CM : 49 is a Match
Chr : 1 || GC : 1591 || CM : 228 is a Match
Chr : 4 || GC : 1591 || CM : 132 is a Match
Chr : 11 || GC : 1592 || CM : 100 is a Match
Chr : 21 || GC : 1592 || CM : 21 is a Match
Chr : 2 || GC : 1592 || CM : 201 is a Match
Chr : 8 || GC : 1592 || CM : 63 is a Match
Chr : 2 || GC : 1593 || CM : 159 is a Match
Chr : 15 || GC : 1594 || CM : 93 is a Match
Chr : 6 || GC : 1594 || CM : 117 is a Match
Chr : 14 || GC : 1595 || CM : 63 is a Match
Chr : 14 || GC : 1597 || CM : 74 is a Match
Chr : 2 || GC : 1597 || CM : 48 is a Match
Chr : 5 || GC : 1597 || CM : 102 is a Match
Chr : 16 || GC : 1598 || CM : 6 is a Match
Chr : 21 || GC : 1598 || CM : 31 is a Match
Chr : 5 || GC : 1598 || CM : 41 is a Match
Chr : 8 || GC : 1598 || CM : 57 is a Match
Chr : 3 || GC : 1600 || CM : 169 is a Match
Chr : 12 || GC : 1601 || CM : 111 is a Match
Chr : 7 || GC : 1601 || CM : 20 is a Match
Chr : 10 || GC : 1602 || CM : 47 is a Match
Chr : 3 || GC : 1602 || CM : 131 is a Match
Chr : 10 || GC : 1603 || CM : 81 is a Match
Chr : 2 || GC : 1603 || CM : 86 is a Match
Chr : 13 || GC : 1604 || CM : 69 is a Match
Chr : 2 || GC : 1604 || CM : 55 is a Match
Chr : 3 || GC : 1604 || CM : 28 is a Match
Chr : 7 || GC : 1604 || CM : 69 is a Match
Chr : 1 || GC : 1605 || CM : 129 is a Match
Chr : 2 || GC : 1606 || CM : 122 is a Match
Chr : 7 || GC : 1606 || CM : 29 is a Match
Chr : 11 || GC : 1607 || CM : 16 is a Match
Chr : 4 || GC : 1607 || CM : 160 is a Match
Chr : 4 || GC : 1607 || CM : 73 is a Match
Chr : 11 || GC : 1609 || CM : 82 is a Match
Chr : 22 || GC : 1609 || CM : 38 is a Match
Chr : 12 || GC : 1610 || CM : 40 is a Match
Chr : 1 || GC : 1610 || CM : 239 is a Match
Chr : 11 || GC : 1611 || CM : 10 is a Match
Chr : 4 || GC : 1612 || CM : 51 is a Match
Chr : 4 || GC : 1612 || CM : 62 is a Match
Chr : 6 || GC : 1612 || CM : 174 is a Match
Chr : 3 || GC : 1613 || CM : 182 is a Match
Chr : 9 || GC : 1613 || CM : 118 is a Match
Chr : 13 || GC : 1614 || CM : 84 is a Match
Chr : 8 || GC : 1615 || CM : 30 is a Match
Chr : 9 || GC : 1615 || CM : 132 is a Match
Chr : 10 || GC : 1616 || CM : 91 is a Match
Chr : 2 || GC : 1616 || CM : 101 is a Match
Chr : 2 || GC : 1617 || CM : 156 is a Match
Chr : 17 || GC : 1618 || CM : 92 is a Match
Chr : 7 || GC : 1618 || CM : 139 is a Match
Chr : 1 || GC : 1619 || CM : 178 is a Match
Chr : 3 || GC : 1620 || CM : 30 is a Match
Chr : 4 || GC : 1620 || CM : 52 is a Match
Chr : 2 || GC : 1621 || CM : 127 is a Match
Chr : 7 || GC : 1621 || CM : 18 is a Match
Chr : 12 || GC : 1622 || CM : 125 is a Match
Chr : 7 || GC : 1622 || CM : 19 is a Match
Chr : 12 || GC : 1623 || CM : 84 is a Match
Chr : 1 || GC : 1623 || CM : 110 is a Match
Chr : 20 || GC : 1623 || CM : 57 is a Match
Chr : 18 || GC : 1624 || CM : 102 is a Match
Chr : 1 || GC : 1624 || CM : 118 is a Match
Chr : 2 || GC : 1624 || CM : 205 is a Match
Chr : 11 || GC : 1627 || CM : 24 is a Match
Chr : 18 || GC : 1627 || CM : 75 is a Match
Chr : 12 || GC : 1628 || CM : 51 is a Match
Chr : 11 || GC : 1629 || CM : 49 is a Match
Chr : 15 || GC : 1629 || CM : 74 is a Match
Chr : 2 || GC : 1629 || CM : 38 is a Match
Chr : 12 || GC : 1630 || CM : 41 is a Match
Chr : 2 || GC : 1630 || CM : 133 is a Match
Chr : 6 || GC : 1630 || CM : 170 is a Match
Chr : 3 || GC : 1631 || CM : 132 is a Match
Chr : 6 || GC : 1632 || CM : 171 is a Match
Chr : 1 || GC : 1635 || CM : 144 is a Match
Chr : 1 || GC : 1636 || CM : 220 is a Match
Chr : 1 || GC : 1637 || CM : 133 is a Match
Chr : 3 || GC : 1638 || CM : 91 is a Match
Chr : 13 || GC : 1642 || CM : 97 is a Match
Chr : 1 || GC : 1642 || CM : 108 is a Match
Chr : 1 || GC : 1642 || CM : 95 is a Match
Chr : 11 || GC : 1643 || CM : 12 is a Match
Chr : 20 || GC : 1643 || CM : 55 is a Match
Chr : 20 || GC : 1644 || CM : 48 is a Match
Chr : 4 || GC : 1645 || CM : 147 is a Match
Chr : 10 || GC : 1646 || CM : 93 is a Match
Chr : 1 || GC : 1647 || CM : 139 is a Match
Chr : 9 || GC : 1647 || CM : 103 is a Match
Chr : 10 || GC : 1648 || CM : 114 is a Match
Chr : 4 || GC : 1648 || CM : 89 is a Match
Chr : 3 || GC : 1649 || CM : 183 is a Match
Chr : 3 || GC : 1649 || CM : 43 is a Match
Chr : 14 || GC : 1650 || CM : 62 is a Match
Chr : 6 || GC : 1650 || CM : 72 is a Match
Chr : 1 || GC : 1651 || CM : 237 is a Match
Chr : 8 || GC : 1652 || CM : 33 is a Match
Chr : 9 || GC : 1652 || CM : 117 is a Match
Chr : 12 || GC : 1653 || CM : 143 is a Match
Chr : 3 || GC : 1654 || CM : 56 is a Match
Chr : 8 || GC : 1654 || CM : 29 is a Match
Chr : 4 || GC : 1655 || CM : 53 is a Match
Chr : 12 || GC : 1658 || CM : 102 is a Match
Chr : 18 || GC : 1658 || CM : 103 is a Match
Chr : 2 || GC : 1658 || CM : 50 is a Match
Chr : 4 || GC : 1658 || CM : 159 is a Match
Chr : 12 || GC : 1660 || CM : 48 is a Match
Chr : 3 || GC : 1660 || CM : 119 is a Match
Chr : 6 || GC : 1660 || CM : 101 is a Match
Chr : 10 || GC : 1661 || CM : 123 is a Match
Chr : 11 || GC : 1661 || CM : 11 is a Match
Chr : 11 || GC : 1661 || CM : 63 is a Match
Chr : 1 || GC : 1663 || CM : 132 is a Match
Chr : 2 || GC : 1663 || CM : 67 is a Match
Chr : 3 || GC : 1663 || CM : 136 is a Match
Chr : 3 || GC : 1663 || CM : 142 is a Match
Chr : 8 || GC : 1663 || CM : 10 is a Match
Chr : 11 || GC : 1664 || CM : 44 is a Match
Chr : 11 || GC : 1664 || CM : 88 is a Nopes
Chr : 14 || GC : 1664 || CM : 35 is a Match
Chr : 3 || GC : 1664 || CM : 42 is a Match
Chr : 12 || GC : 1665 || CM : 126 is a Match
Chr : 20 || GC : 1665 || CM : 58 is a Match
Chr : 5 || GC : 1665 || CM : 46 is a Match
Chr : 12 || GC : 1666 || CM : 95 is a Match
Chr : 1 || GC : 1668 || CM : 192 is a Match
Chr : 5 || GC : 1669 || CM : 101 is a Match
Chr : 5 || GC : 1669 || CM : 166 is a Match
Chr : 7 || GC : 1669 || CM : 49 is a Match
Chr : 10 || GC : 1670 || CM : 116 is a Match
Chr : 14 || GC : 1670 || CM : 53 is a Match
Chr : 7 || GC : 1670 || CM : 77 is a Match
Chr : 8 || GC : 1670 || CM : 31 is a Match
Chr : 19 || GC : 1671 || CM : 61 is a Match
Chr : 7 || GC : 1671 || CM : 34 is a Match
Chr : 7 || GC : 1671 || CM : 65 is a Match
Chr : 11 || GC : 1672 || CM : 112 is a Match
Chr : 2 || GC : 1672 || CM : 157 is a Match
Chr : 2 || GC : 1672 || CM : 195 is a Match
Chr : 9 || GC : 1672 || CM : 59 is a Match
Chr : 9 || GC : 1673 || CM : 52 is a Match
Chr : 1 || GC : 1674 || CM : 128 is a Match
Chr : 8 || GC : 1674 || CM : 19 is a Match
Chr : 18 || GC : 1675 || CM : 44 is a Match
Chr : 2 || GC : 1675 || CM : 155 is a Match
Chr : 7 || GC : 1677 || CM : 50 is a Match
Chr : 6 || GC : 1678 || CM : 134 is a Match
Chr : 6 || GC : 1678 || CM : 147 is a Match
Chr : 7 || GC : 1678 || CM : 48 is a Match
Chr : 11 || GC : 1679 || CM : 58 is a Match
Chr : 2 || GC : 1679 || CM : 88 is a Match
Chr : 5 || GC : 1679 || CM : 149 is a Match
Chr : 5 || GC : 1679 || CM : 45 is a Match
Chr : 8 || GC : 1679 || CM : 112 is a Match
Chr : 18 || GC : 1680 || CM : 55 is a Match
Chr : 4 || GC : 1680 || CM : 36 is a Match
Chr : 7 || GC : 1680 || CM : 25 is a Match
Chr : 11 || GC : 1681 || CM : 75 is a Match
Chr : 13 || GC : 1681 || CM : 70 is a Match
Chr : 14 || GC : 1681 || CM : 46 is a Match
Chr : 6 || GC : 1681 || CM : 130 is a Match
Chr : 11 || GC : 1682 || CM : 84 is a Match
Chr : 8 || GC : 1682 || CM : 32 is a Match
Chr : 1 || GC : 1683 || CM : 116 is a Match
Chr : 4 || GC : 1683 || CM : 101 is a Match
Chr : 4 || GC : 1684 || CM : 88 is a Match
Chr : 8 || GC : 1684 || CM : 53 is a Match
Chr : 4 || GC : 1685 || CM : 33 is a Match
Chr : 12 || GC : 1686 || CM : 42 is a Match
Chr : 8 || GC : 1686 || CM : 122 is a Match
Chr : 10 || GC : 1687 || CM : 56 is a Match
Chr : 2 || GC : 1687 || CM : 102 is a Match
Chr : 4 || GC : 1688 || CM : 78 is a Match
Chr : 8 || GC : 1688 || CM : 17 is a Match
Chr : 1 || GC : 1689 || CM : 141 is a Match
Chr : 2 || GC : 1691 || CM : 87 is a Match
Chr : 1 || GC : 1692 || CM : 146 is a Match
Chr : 4 || GC : 1692 || CM : 112 is a Match
Chr : 1 || GC : 1693 || CM : 127 is a Match
Chr : 7 || GC : 1693 || CM : 76 is a Match
Chr : 3 || GC : 1694 || CM : 113 is a Match
Chr : 18 || GC : 1695 || CM : 56 is a Match
Chr : 9 || GC : 1695 || CM : 114 is a Match
Chr : 11 || GC : 1696 || CM : 27 is a Match
Chr : 5 || GC : 1697 || CM : 69 is a Match
Chr : 2 || GC : 1703 || CM : 47 is a Match
Chr : 5 || GC : 1703 || CM : 139 is a Match
Chr : 6 || GC : 1703 || CM : 172 is a Match
Chr : 11 || GC : 1704 || CM : 71 is a Match
Chr : 13 || GC : 1706 || CM : 99 is a Match
Chr : 2 || GC : 1706 || CM : 100 is a Match
Chr : 1 || GC : 1707 || CM : 179 is a Match
Chr : 4 || GC : 1707 || CM : 21 is a Match
Chr : 4 || GC : 1707 || CM : 77 is a Match
Chr : 1 || GC : 1715 || CM : 97 is a Match
Chr : 5 || GC : 1716 || CM : 44 is a Match
Chr : 7 || GC : 1716 || CM : 100 is a Match
Chr : 10 || GC : 1717 || CM : 39 is a Match
Chr : 2 || GC : 1717 || CM : 158 is a Match
Chr : 8 || GC : 1717 || CM : 9 is a Match
Chr : 13 || GC : 1718 || CM : 98 is a Match
Chr : 8 || GC : 1718 || CM : 56 is a Match
Chr : 5 || GC : 1719 || CM : 77 is a Match
Chr : 8 || GC : 1719 || CM : 54 is a Match
Chr : 5 || GC : 1720 || CM : 142 is a Match
Chr : 9 || GC : 1720 || CM : 100 is a Match
Chr : 11 || GC : 1721 || CM : 70 is a Match
Chr : 7 || GC : 1722 || CM : 68 is a Match
Chr : 12 || GC : 1723 || CM : 43 is a Match
Chr : 1 || GC : 1723 || CM : 111 is a Match
Chr : 3 || GC : 1723 || CM : 143 is a Match
Chr : 7 || GC : 1723 || CM : 39 is a Match
Chr : 3 || GC : 1725 || CM : 135 is a Match
Chr : 2 || GC : 1726 || CM : 53 is a Match
Chr : 5 || GC : 1726 || CM : 108 is a Match
Chr : 7 || GC : 1726 || CM : 119 is a Match
Chr : 8 || GC : 1726 || CM : 44 is a Match
Chr : 1 || GC : 1727 || CM : 229 is a Match
Chr : 3 || GC : 1727 || CM : 112 is a Match
Chr : 3 || GC : 1728 || CM : 75 is a Match
Chr : 15 || GC : 1730 || CM : 0 is a Match
Chr : 2 || GC : 1730 || CM : 58 is a Match
Chr : 1 || GC : 1731 || CM : 202 is a Match
Chr : 19 || GC : 1732 || CM : 62 is a Match
Chr : 6 || GC : 1732 || CM : 173 is a Match
Chr : 11 || GC : 1733 || CM : 62 is a Match
Chr : 10 || GC : 1734 || CM : 125 is a Match
Chr : 2 || GC : 1735 || CM : 45 is a Match
Chr : 6 || GC : 1735 || CM : 78 is a Match
Chr : 9 || GC : 1735 || CM : 69 is a Match
Chr : 3 || GC : 1736 || CM : 27 is a Match
Chr : 2 || GC : 1737 || CM : 206 is a Match
Chr : 1 || GC : 1739 || CM : 181 is a Match
Chr : 2 || GC : 1739 || CM : 83 is a Match
Chr : 6 || GC : 1739 || CM : 108 is a Match
Chr : 3 || GC : 1740 || CM : 76 is a Match
Chr : 5 || GC : 1740 || CM : 62 is a Match
Chr : 11 || GC : 1741 || CM : 83 is a Match
Chr : 1 || GC : 1741 || CM : 221 is a Match
Chr : 13 || GC : 1742 || CM : 71 is a Match
Chr : 13 || GC : 1743 || CM : 72 is a Match
Chr : 11 || GC : 1745 || CM : 48 is a Match
Chr : 12 || GC : 1745 || CM : 52 is a Match
Chr : 2 || GC : 1746 || CM : 196 is a Match
Chr : 4 || GC : 1746 || CM : 131 is a Match
Chr : 7 || GC : 1746 || CM : 117 is a Match
Chr : 4 || GC : 1747 || CM : 121 is a Match
Chr : 6 || GC : 1747 || CM : 56 is a Match
Chr : 7 || GC : 1747 || CM : 107 is a Match
Chr : 6 || GC : 1748 || CM : 151 is a Match
Chr : 17 || GC : 1749 || CM : 77 is a Match
Chr : 17 || GC : 1749 || CM : 78 is a Match
Chr : 18 || GC : 1749 || CM : 48 is a Match
Chr : 2 || GC : 1750 || CM : 44 is a Match
Chr : 18 || GC : 1752 || CM : 80 is a Match
Chr : 3 || GC : 1752 || CM : 160 is a Match
Chr : 5 || GC : 1752 || CM : 141 is a Match
Chr : 1 || GC : 1753 || CM : 98 is a Match
Chr : 11 || GC : 1754 || CM : 89 is a Nopes
Chr : 16 || GC : 1756 || CM : 81 is a Match
Chr : 2 || GC : 1756 || CM : 84 is a Match
Chr : 7 || GC : 1756 || CM : 118 is a Match
Chr : 14 || GC : 1757 || CM : 67 is a Match
Chr : 1 || GC : 1757 || CM : 187 is a Match
Chr : 10 || GC : 1758 || CM : 108 is a Match
Chr : 2 || GC : 1758 || CM : 46 is a Match
Chr : 6 || GC : 1758 || CM : 107 is a Match
Chr : 12 || GC : 1759 || CM : 141 is a Match
Chr : 12 || GC : 1760 || CM : 53 is a Match
Chr : 9 || GC : 1762 || CM : 116 is a Match
Chr : 13 || GC : 1763 || CM : 0 is a Match
Chr : 12 || GC : 1765 || CM : 66 is a Match
Chr : 1 || GC : 1765 || CM : 140 is a Match
Chr : 5 || GC : 1767 || CM : 109 is a Match
Chr : 16 || GC : 1768 || CM : 90 is a Match
Chr : 2 || GC : 1769 || CM : 57 is a Match
Chr : 2 || GC : 1771 || CM : 191 is a Match
Chr : 18 || GC : 1772 || CM : 45 is a Match
Chr : 11 || GC : 1776 || CM : 26 is a Match
Chr : 15 || GC : 1776 || CM : 78 is a Match
Chr : 2 || GC : 1776 || CM : 108 is a Match
Chr : 1 || GC : 1777 || CM : 182 is a Match
Chr : 2 || GC : 1777 || CM : 207 is a Match
Chr : 7 || GC : 1777 || CM : 26 is a Match
Chr : 2 || GC : 1778 || CM : 163 is a Match
Chr : 12 || GC : 1779 || CM : 112 is a Match
Chr : 7 || GC : 1779 || CM : 99 is a Match
Chr : 11 || GC : 1781 || CM : 45 is a Match
Chr : 12 || GC : 1781 || CM : 116 is a Match
Chr : 1 || GC : 1781 || CM : 107 is a Match
Chr : 5 || GC : 1781 || CM : 151 is a Match
Chr : 8 || GC : 1781 || CM : 59 is a Match
Chr : 4 || GC : 1782 || CM : 102 is a Match
Chr : 13 || GC : 1783 || CM : 73 is a Match
Chr : 7 || GC : 1784 || CM : 28 is a Match
Chr : 9 || GC : 1784 || CM : 108 is a Match
Chr : 17 || GC : 1786 || CM : 89 is a Match
Chr : 4 || GC : 1786 || CM : 66 is a Match
Chr : 5 || GC : 1786 || CM : 116 is a Match
Chr : 8 || GC : 1786 || CM : 3 is a Match
Chr : 6 || GC : 1787 || CM : 57 is a Match
Chr : 6 || GC : 1787 || CM : 79 is a Match
Chr : 10 || GC : 1788 || CM : 92 is a Match
Chr : 12 || GC : 1788 || CM : 65 is a Match
Chr : 8 || GC : 1789 || CM : 99 is a Match
Chr : 10 || GC : 1790 || CM : 100 is a Match
Chr : 3 || GC : 1790 || CM : 63 is a Match
Chr : 4 || GC : 1790 || CM : 111 is a Match
Chr : 4 || GC : 1790 || CM : 80 is a Match
Chr : 2 || GC : 1791 || CM : 123 is a Match
Chr : 1 || GC : 1792 || CM : 71 is a Match
Chr : 12 || GC : 1793 || CM : 142 is a Match
Chr : 10 || GC : 1797 || CM : 57 is a Match
Chr : 2 || GC : 1798 || CM : 105 is a Match
Chr : 12 || GC : 1799 || CM : 101 is a Match
Chr : 1 || GC : 1800 || CM : 155 is a Match
Chr : 2 || GC : 1800 || CM : 62 is a Match
Chr : 5 || GC : 1802 || CM : 122 is a Nopes
Chr : 11 || GC : 1803 || CM : 99 is a Match
Chr : 8 || GC : 1803 || CM : 62 is a Match
Chr : 9 || GC : 1803 || CM : 99 is a Match
Chr : 14 || GC : 1805 || CM : 75 is a Match
Chr : 6 || GC : 1805 || CM : 106 is a Match
Chr : 5 || GC : 1806 || CM : 68 is a Match
Chr : 8 || GC : 1806 || CM : 45 is a Match
Chr : 10 || GC : 1807 || CM : 80 is a Match
Chr : 11 || GC : 1807 || CM : 59 is a Match
Chr : 18 || GC : 1807 || CM : 76 is a Match
Chr : 7 || GC : 1808 || CM : 70 is a Match
Chr : 12 || GC : 1810 || CM : 115 is a Match
Chr : 7 || GC : 1810 || CM : 104 is a Match
Chr : 7 || GC : 1810 || CM : 67 is a Match
Chr : 2 || GC : 1812 || CM : 197 is a Match
Chr : 7 || GC : 1812 || CM : 35 is a Match
Chr : 10 || GC : 1813 || CM : 113 is a Match
Chr : 14 || GC : 1813 || CM : 61 is a Match
Chr : 1 || GC : 1814 || CM : 236 is a Match
Chr : 20 || GC : 1814 || CM : 54 is a Match
Chr : 5 || GC : 1814 || CM : 125 is a Match
Chr : 1 || GC : 1815 || CM : 195 is a Match
Chr : 2 || GC : 1817 || CM : 200 is a Match
Chr : 1 || GC : 1818 || CM : 112 is a Match
Chr : 5 || GC : 1818 || CM : 117 is a Match
Chr : 18 || GC : 1819 || CM : 57 is a Match
